Date,Close,High,Low,Open,Volume,Month,Year,Week,Daily_Return_Rate,RSI,PPO,MACD,Signal,VWAP,OBV,CMF,PVT,ROC
2010-01-04,6.695000171661377,6.83050012588501,6.6570000648498535,6.8125,151998000,1,2010,1,-0.017247681224018062,54.746830238989666,0.0,0.0,0.0,6.727500120798747,0,-0.5619585770194803,228139790.44233656,1.563319359741583
2010-01-05,6.734499931335449,6.77400016784668,6.590499877929688,6.671500205993652,177038000,1,2010,1,0.009443112253102855,54.746830238989666,0.0,0.0,0.0,6.7125243114546995,177038000,0.04681277949674412,1044504.5965462746,1.563319359741583
2010-01-06,6.612500190734863,6.736499786376953,6.582499980926514,6.730000019073486,143576000,1,2010,1,-0.017459112630849465,24.45813120591457,0.0,0.0,0.0,6.691656500474482,33462000,-0.15283942664345307,-1556465.7702313908,1.563319359741583
2010-01-07,6.5,6.616000175476074,6.440000057220459,6.600500106811523,220604000,1,2010,1,-0.015226135169335162,14.415986940912148,0.0,0.0,0.0,6.63660550311424,-187142000,-0.20545713519229247,-5309659.170762045,1.563319359741583
2010-01-08,6.676000118255615,6.684000015258789,6.451499938964844,6.527999877929688,196610000,1,2010,1,0.02267160586603199,47.888882060106944,0.0,0.0,0.0,6.629364389064329,9468000,0.04568742053843325,13938.25235126447,1.563319359741583
2010-01-11,6.515500068664551,6.639999866485596,6.4604997634887695,6.63100004196167,175588000,1,2010,2,-0.017418183164865493,35.29892346468944,0.0,0.0,0.0,6.614416726166316,-166120000,-0.025652878533771118,-4207434.157534121,1.563319359741583
2010-01-12,6.367499828338623,6.491000175476074,6.327499866485596,6.44950008392334,181926000,1,2010,2,-0.012714203351840979,28.41131835869969,0.0,0.0,0.0,6.58246315040527,-348046000,-0.09639826288880615,-8339901.571820163,1.563319359741583
2010-01-13,6.45550012588501,6.485499858856201,6.287499904632568,6.394999980926514,214464000,1,2010,2,0.009460538723837616,35.853518397512445,0.0,0.0,0.0,6.557087397570441,-133582000,0.019998620402981476,-5375960.257052589,1.563319359741583
2010-01-14,6.367499828338623,6.519000053405762,6.320000171661377,6.456999778747559,195498000,1,2010,2,-0.013860918921433747,32.4772552161201,0.0,0.0,0.0,6.538812701968803,-329080000,-0.044009097224131086,-8040956.281255279,1.563319359741583
2010-01-15,6.35699987411499,6.482500076293945,6.353000164031982,6.459000110626221,307530000,1,2010,2,-0.01579195460043756,32.11639864568248,0.0,0.0,0.0,6.516694839726572,-636610000,-0.18396979317288784,-8548070.691847466,1.563319359741583
2010-01-19,6.380499839782715,6.400000095367432,6.21649980545044,6.315499782562256,177852000,1,2010,3,0.010292147804348093,33.76354504692793,0.0,0.0,0.0,6.501392033520297,-458758000,-0.1033366469360443,-7890603.965923074,1.563319359741583
2010-01-20,6.289000034332275,6.460000038146973,6.254000186920166,6.356500148773193,181494000,1,2010,3,-0.010619069119969345,30.84905770716992,0.0,0.0,0.0,6.488346502567596,-640252000,-0.14682149383082996,-10493325.713031149,1.563319359741583
2010-01-21,6.330999851226807,6.40749979019165,6.25,6.36299991607666,199412000,1,2010,3,-0.005029084594045433,33.48456250849176,-0.27225254785189296,-0.017650656211070093,-0.0019611840234522327,6.475794573527949,-440840000,-0.13296213080203728,-9161592.935029741,1.563319359741583
2010-01-22,6.071499824523926,6.383500099182129,6.038000106811523,6.28000020980835,231378000,1,2010,3,-0.03320069718449687,27.10245219984219,-0.6739309608667317,-0.04349405992598765,-0.006793857348561971,6.449636274600319,-672218000,-0.18949440806885967,-18645497.30865317,1.563319359741583
2010-01-25,6.015500068664551,6.113999843597412,5.906000137329102,6.105000019073486,240478000,1,2010,4,-0.014660106491288486,26.03174272121123,-0.9965657145569253,-0.06402502854665126,-0.013907749409301,6.414488930353482,-912696000,-0.1700358628019146,-20863517.51432891,-10.149366476090872
2010-01-26,5.973999977111816,6.14900016784668,5.953000068664551,6.027999877929688,191180000,1,2010,4,-0.008958178817418656,23.212406967229086,-1.2459800675629895,-0.07969794670740793,-0.022763076821235215,6.3911417432581565,-1103876000,-0.20697323801491752,-22182441.529371455,-11.29259725261926
2010-01-27,6.137499809265137,6.166500091552734,5.940000057220459,6.051499843597412,295306000,1,2010,4,0.014211347251163528,33.744002819898554,-1.7135270239314029,-0.10934318280687538,-0.03491231935533248,6.3648665930163455,-808570000,-0.1263264827255877,-14100338.814464683,-7.183370401036444
2010-01-28,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000,1,2010,4,0.01285862327993917,43.43801259984811,-1.9249626811667266,-0.12275005711449527,-0.0485512145902764,6.351625919423017,-262708000,-0.04575672075954097,485630.96520740725,-3.053848560039814
2010-01-29,6.270500183105469,6.59250020980835,6.206999778747559,6.488500118255615,589426000,1,2010,4,-0.033597893377052775,35.17367509863644,-1.965753628600913,-0.12524126705370442,-0.06246691092957689,6.352269419453785,-852134000,-0.1255174713347868,-2413997.113604549,-6.073995326053114
2010-02-01,5.94350004196167,6.243000030517578,5.690999984741211,6.158999919891357,755488000,2,2010,5,-0.034989426973963796,31.355930359390385,-2.3075628610231136,-0.14652504920959508,-0.07874747195286523,6.296992937261222,-1607622000,-0.11984043255274186,-41811919.99351383,-8.779065623126007
2010-02-02,5.906000137329102,5.948999881744385,5.71999979019165,5.939499855041504,461594000,2,2010,5,-0.0056401580149829395,33.789960456169325,-2.58904200176118,-0.16385122140248587,-0.09695316321980811,6.262287385412373,-2069216000,-0.04755213431649757,-44724300.048491105,-7.247737784862002
2010-02-03,5.954999923706055,5.980500221252441,5.828000068664551,5.855999946594238,248118000,2,2010,5,0.016905733950594262,31.924863225653127,-2.8576867974239852,-0.18036744811318162,-0.11503280676448717,6.248372171924018,-1821098000,-0.035785097074104925,-42665761.49217895,-7.753081750739484
2010-02-04,5.796999931335449,6.016499996185303,5.787000179290772,5.932000160217285,255680000,2,2010,5,-0.022757961098384558,30.38843656617945,-3.2852070634300587,-0.2066159559332803,-0.13315746187640856,6.232980833644775,-2076778000,-0.05995198035496147,-49449546.306096345,-8.959558890981956
2010-02-05,5.869500160217285,5.882500171661377,5.704999923706055,5.794000148773193,220496000,2,2010,5,0.013030723076539439,33.92680442809534,-3.572876083953717,-0.22408334414164166,-0.15094171916474083,6.219063053206674,-1856282000,-0.015899597975196255,-46691911.20917016,-7.668707307715243
2010-02-08,5.84149980545044,6.050000190734863,5.828000068664551,5.968999862670898,197804000,2,2010,6,-0.021360371947371216,32.28138606989164,-3.959711783225941,-0.24766334056854244,-0.16960454070486689,6.209912289797072,-2054086000,-0.07672015235916133,-47635531.96445028,-8.447614573572812
2010-02-09,5.901500225067139,5.954500198364258,5.849999904632568,5.909999847412109,184460000,2,2010,6,-0.0014381764068390876,36.99228609076135,-3.977727663697424,-0.2482499831762075,-0.18503862963479267,6.201729228792469,-1869626000,-0.06548384437673106,-45740868.30424277,-6.161548849574444
2010-02-10,5.868000030517578,5.930500030517578,5.800000190734863,5.900000095367432,124664000,2,2010,6,-0.0054237397173907435,34.368680339858244,-3.683795644305605,-0.22873395528548812,-0.19681461832045855,6.1958085694354805,-1994290000,-0.04925633608256197,-46448530.439980276,-7.313218000147473
2010-02-11,6.004499912261963,6.020999908447266,5.824999809265137,5.860499858856201,166870000,2,2010,6,0.024571292018402392,47.53314070239714,-3.2051718555037914,-0.19811537021245762,-0.20491174089365335,6.19014097376839,-1827420000,-0.05151697443354595,-42566844.15023491,-1.1035150160317504
2010-02-12,5.982999801635742,5.997000217437744,5.875,5.94950008392334,161470000,2,2010,6,0.005630677744324239,48.77218543714436,-3.0336484533425985,-0.1867788174213505,-0.20938438180607064,6.184933081745881,-1988890000,-0.012324913854575396,-43145014.34151534,-0.5402753995151013
2010-02-16,5.876500129699707,6.025000095367432,5.859000205993652,6.002999782562256,178654000,2,2010,7,-0.02107273987082423,46.48902295961119,-3.2319775463572635,-0.19821469600384045,-0.21320254565066557,6.178686605547434,-2167544000,0.013703444214195322,-46325123.48757591,-1.6320697654111234
2010-02-17,5.815499782562256,5.856500148773193,5.777500152587891,5.853499889373779,178896000,2,2010,7,-0.006491860857554193,37.480565930486364,-3.328540843580588,-0.20303522929167173,-0.21572118800383114,6.170327649364537,-2346440000,-0.012480994968928245,-48182133.24859826,-5.246436443334652
2010-02-18,5.90399980545044,5.92549991607666,5.741000175476074,5.791999816894531,196002000,2,2010,7,0.019337015210052197,33.581172959626656,-3.0085322443941678,-0.18280767477475646,-0.21307582343066184,6.162596140197287,-2150438000,0.03559159202849142,-45199383.33290875,-6.308022661475561
2010-02-19,5.875999927520752,5.954500198364258,5.849999904632568,5.895500183105469,142312000,2,2010,7,-0.0033076507470219414,33.664598333618315,-2.7471150237787967,-0.16640384991963675,-0.20666699073932795,6.157862284070593,-2292750000,0.0220882081106978,-45874301.82193905,-6.291368217285346
2010-02-22,5.9004998207092285,5.948500156402588,5.809000015258789,5.868500232696533,136146000,2,2010,8,0.0054527710222125585,47.62429897087554,-2.4784282817568166,-0.1495993595856886,-0.1957709928523442,6.153362705925668,-2156604000,0.0643236622670823,-45306643.12568619,-0.7234831487987852
2010-02-23,5.861999988555908,5.962500095367432,5.825500011444092,5.9004998207092285,141364000,2,2010,8,-0.006524842525746016,47.57173736500807,-2.0732651110199627,-0.12474038662054543,-0.18204770434615952,6.148800575897419,-2297968000,0.05084935794337118,-46229020.96449575,-0.7450075812746553
