Date,Close,High,Low,Open,Volume
2010-01-04,15.554350852966309,15.622846540227055,15.492058462641483,15.559314060671014,78541293
2010-01-05,15.485855102539062,15.581401839329635,15.425051769799659,15.565022208684978,120638494
2010-01-06,15.095475196838379,15.532262157619959,15.048322350583744,15.532262157619959,159744526
2010-01-07,14.744060516357422,15.138658813501598,14.708075122116917,15.123768240004841,257533695
2010-01-08,14.940614700317383,14.971139899965095,14.62022126215715,14.691943080437222,189680313
2010-01-11,14.918030738830566,15.001168979409938,14.74257094578522,15.001168979409938,289597429
2010-01-12,14.654220581054688,14.844818965588175,14.592674146207548,14.832162453642013,194859654
2010-01-13,14.570090293884277,14.602104552913433,14.24274853391611,14.307025069831548,260838034
2010-01-14,14.638586044311523,14.746542224316714,14.463870303098972,14.49092135256078,170239717
2010-01-15,14.394133567810059,14.730658619622263,14.34549071222409,14.725198426061205,218194794
2010-01-19,14.583243370056152,14.65273303025752,14.302061447461421,14.423915182838805,173315202
2010-01-20,14.404309272766113,14.542542637692735,14.277243362792902,14.542542637692735,130515377
2010-01-21,14.46808910369873,14.563388769351679,14.201797769681443,14.479505526233377,253253712
2010-01-22,13.649858474731445,14.16085032923724,13.273872907188661,14.009463460638957,273035583
2010-01-25,13.401435852050781,13.646632387259318,13.290005514966637,13.564982247968853,177458675
2010-01-26,13.461493492126465,13.639682435057656,13.309362577273193,13.351055232145875,174873019
2010-01-27,13.45355224609375,13.591288624155132,13.285040749437195,13.432953461255005,159170382
2010-01-28,13.259726524353027,13.575155782102625,13.16814903143688,13.512863397535355,129648138
2010-01-29,13.15177059173584,13.426003238786624,13.044310453573907,13.363959821173937,166240784
2010-02-01,13.228208541870117,13.297450183001782,13.160704926177338,13.267421018488816,90369462
2010-02-02,13.181056022644043,13.276353786971713,13.093945697614453,13.276353786971713,164462143
2010-02-03,13.421784400939941,13.453551589367528,13.109332294289937,13.120251730790727,120413655
2010-02-04,13.073348045349121,13.351798906657715,13.043070863996563,13.326982869025988,135614418
