Date,Close,High,Low,Open,Volume
2010-01-04,23.347314834594727,23.460467927730964,23.075746260012053,23.098377454167156,38409100
2010-01-05,23.3548641204834,23.460474952678087,23.113470399158516,23.271885928040515,49749600
2010-01-06,23.211538314819336,23.44538831073247,23.02294928354291,23.29451651018328,58182400
2010-01-07,22.97014617919922,23.158735223564335,22.77401340040107,23.105929082533116,50559700
2010-01-08,23.12855339050293,23.294511182091856,22.81172383287331,22.841898761609364,51197400
2010-01-11,22.83435821533203,23.20399251100226,22.721205094424004,23.166273844819585,68754700
2010-01-12,22.683481216430664,22.932418600759878,22.56278439001769,22.74382962963715,65912100
2010-01-13,22.894699096679688,23.022939641794764,22.638218006449534,22.826806958747028,51863500
2010-01-14,23.3548641204834,23.460474952678087,22.826815714790236,22.864532944189722,63228100
2010-01-15,23.279420852661133,23.566075428558207,23.166266329640642,23.44537861356791,79913200
2010-01-19,23.46047019958496,23.566079571563108,23.143640644830725,23.196445330819802,46575700
2010-01-20,23.07574462890625,23.33976945344133,22.864524481514273,23.24170239118738,54849500
2010-01-21,22.638219833374023,23.173811810488285,22.630676102014995,23.09083364317825,73086700
2010-01-22,21.84615135192871,22.781554155824363,21.755629428209797,22.630682364532795,102004600
2010-01-25,22.117727279663086,22.374208545974636,21.951769405681706,22.05737883104981,63373000
2010-01-26,22.253507614135742,22.51753256850818,21.94422169121439,22.027201332570936,66639900
2010-01-27,22.381744384765625,22.49489750613819,21.89141323293784,22.140350675485486,63949500
2010-01-28,21.99702262878418,22.532616180405483,21.79334614694988,22.509984980595004,117513700
2010-01-29,21.25775718688965,22.570336755346215,20.865491631584412,22.555249286568273,193888500
2010-02-01,21.43124771118164,21.48405238585754,21.06161354963087,21.416160250182962,85931100
2010-02-02,21.468969345092773,21.49914427330283,21.227575674691415,21.40107863425969,54413700
2010-02-03,21.597206115722656,21.71790436852528,21.21248592041371,21.318095272944046,61397900
2010-02-04,21.00127601623535,21.499150976372036,20.978644813021788,21.408627602337994,77850000
2010-02-05,21.13705062866211,21.33318331644072,20.79758993081075,21.121963166797702,80960100
2010-02-08,20.910741806030273,21.18231034858244,20.797588726240026,21.129505673934958,52820600
2010-02-09,21.129518508911133,21.378456011192785,20.93338571335281,21.09934356860046,59195800
2010-02-10,21.114425659179688,21.303014671611255,21.001272539484745,21.14460059180233,48591300
2010-02-11,21.212499618530273,21.42371845998696,20.8956699175248,21.06917151981292,65993700
2010-02-12,21.069162368774414,21.16722801131178,20.805137492807905,20.978639019738534,81117200
2010-02-16,21.486003875732422,21.501161897151974,21.235902304503725,21.3192685312143,51935600
2010-02-17,21.667888641357422,21.713361245052486,21.49357578923633,21.622416037662354,45882900
2010-02-18,21.955883026123047,22.001357073917625,21.607257332985746,21.667887951163884,42856500
2010-02-19,21.80431365966797,21.917995921719587,21.743683023537216,21.819471680087755,44451800
2010-02-22,21.774002075195312,21.933158431079956,21.71337142665561,21.85736975901816,36707100
2010-02-23,21.470840454101562,21.849782220990434,21.28894857946068,21.736099980033398,52266200
2010-02-24,21.69820213317871,21.819464812823476,21.508731274208927,21.614835938204603,43165900
2010-02-25,21.67547035217285,21.713363952385503,21.235897940184405,21.42536883234405,48735300
2010-02-26,21.728525161743164,21.864944455420368,21.607263888596407,21.713367141212718,40370600
2010-03-01,21.99378204345703,22.016517625918013,21.62241925926267,21.80431114669165,43805400
2010-03-02,21.569366455078125,22.205988791562135,21.40263258430307,22.03925492078708,93123900
2010-03-03,21.569366455078125,21.683050150952457,21.48600024246472,21.607261502218982,48442100
2010-03-04,21.69820213317871,21.7133601488278,21.425365079234815,21.56936189125734,42890600
2010-03-05,21.667888641357422,21.73609826967402,21.5390483929314,21.720940253259663,56001800
2010-03-08,21.69820213317871,21.925568031271215,21.599677922555514,21.614835938204603,39414500
2010-03-09,21.827049255371094,22.061994235346944,21.637578336676732,21.645157346890315,50271600
2010-03-10,21.955883026123047,22.061987692095762,21.827042781801012,21.872516829595586,44891400
2010-03-11,22.11504364013672,22.122622649589093,21.86494211040141,21.895256702662657,35349700
2010-03-12,22.183258056640625,22.266624287472457,22.008945138343954,22.221151666514317,31700200
2010-03-15,22.198408126831055,22.259038748238815,21.986200229129867,22.115040480314867,37512000
2010-03-16,22.259044647216797,22.34998988065626,22.130204361887206,22.296938253558505,36723500
2010-03-17,22.456085205078125,22.63797849882308,22.28177236458278,22.35756099605186,50385700
2010-03-18,22.440937042236328,22.524303267090556,22.357569371833648,22.4560936177699,43845200
2010-03-19,22.425777435302734,22.660720963266133,22.24388553182639,22.55461771429202,81332100
2010-03-22,22.43336296081543,22.509151637329595,22.274206595580804,22.357574284301265,37718200
2010-03-23,22.645559310913086,22.66071732849186,22.28935457110062,22.425773838213345,42026600
2010-03-24,22.471242904663086,22.622820165470927,22.43334931223507,22.52429451228146,33987700
2010-03-25,22.744083404541016,23.168497748518064,22.58492712208211,22.607664146875674,73168700
2010-03-26,22.47882843017578,22.888086285695834,22.425776807174657,22.804718623523605,55595500
2010-03-29,22.425777435302734,22.60009032877402,22.3954613952825,22.51672266426673,33336000
2010-03-30,22.56218910217285,22.63039872362695,22.357560237810556,22.456084443495442,34954800
2010-03-31,22.198408126831055,22.52429681343025,22.107461471945392,22.46366619202249,63760000
2010-04-01,22.099889755249023,22.387886386118996,21.6906332871029,22.243888070684008,74768100
2010-04-05,22.183258056640625,22.304519342894707,22.001366127259505,22.077153347006888,34331200
2010-04-06,22.22115135192871,22.418201300689088,21.963470760899643,22.09231105641418,47366800
2010-04-07,22.243885040283203,22.403039910227385,22.084728724790704,22.09988674446586,58318800
2010-04-08,22.675874710083008,22.721347315995843,22.205986297156763,22.2211443143104,63713800
2010-04-09,22.994192123413086,23.047243752393747,22.660722882686592,22.69861793592169,54752500
2010-04-12,22.979036331176758,23.107876633577167,22.89566865152102,22.925984697049877,37068800
2010-04-13,23.077558517456055,23.115452123044967,22.835034526822472,22.850192547277395,41374600
2010-04-14,23.35797119140625,23.494390464098398,23.23670993691282,23.33523560965634,68941200
2010-04-15,23.39586639404297,23.45649702169691,23.274603693186894,23.357971348291635,52745400
2010-04-16,23.244293212890625,23.479236755905934,23.19124158500476,23.335239893229566,88703100
2010-04-19,23.52471160888672,23.68386649788926,23.312503644668176,23.32008265541332,64970300
2010-04-20,23.767229080200195,23.827859707627308,23.592914761492576,23.661124398041604,52199500
2010-04-21,23.74449348449707,23.873333756241575,23.668704834256488,23.74449348449707,55343100
2010-04-22,23.78996467590332,23.896069358123842,23.41860190200196,23.524706584222482,84847600
2010-04-23,23.46407699584961,23.93396549260218,23.229133470247493,23.585339709163446,126766600
2010-04-26,23.577762603759766,23.706602891861397,23.38829167687786,23.494394933356222,63649300
2010-04-27,23.38071060180664,23.6838637689394,23.30492194863637,23.45649925497691,68730900
2010-04-28,23.426179885864258,23.494389519467855,23.206394413012323,23.433758894658894,64557900
2010-04-29,23.4943904876709,23.820280651529526,23.24428896933375,23.441338869470318,52665200
